1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
1.04423e-317,1.04228e-317,1.04235e-317,0,0,0,0.001,0.001,0.001,0,0,0,0,0,1.1614e-316,0,2.47033e-323,1.26542e-316,1.26521e-316,1.26521e-316,
